tip_label,species,action
Anemone_nemorosa_37489_TROM_V_149521_BXA_ALI,Anemone_nemorosa,direct match
Anemone_narcissiflora_168002_PHA000589_BGN_AGR,Anemonastrum_narcissiflorum,direct match
Anemone_baldensis_1077386_PHA000585_BGN_AFT,Anemone_baldensis,direct match
Androsace_wulfeniana_229462_PHA000577_BGN_NC,Androsace_wulfeniana,direct match
Androsace_villosa_229461_PHA000562_RSZ_RSZAXPI000869-113,Androsace_villosa,direct match
Androsace_obtusifolia_229450_PHA000536_BGN_LP,Androsace_obtusifolia,direct match
Androsace_lactea_184984_PHA010653_GWM_1422,Androsace_lactea,direct match
Androsace_helvetica_199610_PHA009925_AXZ_A,Androsace_helvetica,direct match
Androsace_hausmannii_229440_PHA000512_BGN_PC,Androsace_hausmannii,direct match
Androsace_chamaejasme_175028_PHA000490_BGN_PB,Androsace_chamaejasme,direct match
Androsace_alpina_199609_PHA000477_BGN_LC,Androsace_alpina,direct match
Amelanchier_ovalis_embergeri_1000415_PHA000435_BGN_DVA,Amelanchier_ovalis,direct match
Alyssum_ovirense_1440446_PHA000399_BGN_LIK,Alyssum_wulfenianum,direct match
Alnus_incana_3516_PHA000348_BGN_INE,Alnus_incana,direct match
Alnus_alnobetula_subsp_crispa_3518_TROM_V_135739_BXA_CLM,Alnus_alnobetula,direct match
Allium_victorialis_88845_PHA000329_BGN_DSL,Allium_victorialis,direct match
Allium_schoenoprasum_74900_TROM_V_964855_CDM_AUZ,Allium_schoenoprasum,direct match
Allium_lusitanicum_165632_PHA000291_BGN_FCP,Allium_lusitanicum,direct match
Allium_insubricum_105304_PHA000286_BGN_CRL,Allium_insubricus,direct match
Allium_carinatum_carinatum_1211429_PHA000279_BGN_HSH,Allium_carinatum,direct match
Ajuga_reptans_38596_PHA000227_BGN_ACF,Ajuga_reptans,direct match
Ajuga_pyramidalis_1532252_PHA000224_BGN_DNV,Ajuga_pyramidalis,direct match
Ajuga_genevensis_1532251_PHA000223_BGN_ARN,Ajuga_genevensis,direct match
Agrostis_stolonifera_63632_PHA000210_BGN_EVD,Agrostis_stolonifera,direct match
Agrostis_schraderiana_1395543_PHA000209_BGN_E,Agrostis_schraderiana,direct match
Agrostis_schleicheri_1532250_PHA000207_BGN_CRD,Agrostis_schleicheri,direct match
Agrostis_rupestris_1395542_PHA000205_BGN_INC,Agrostis_rupestris,direct match
Agrostis_capillaris_204232_TROM_V_147591_BXA_ARP,Agrostis_capillaris,direct match
Agrostis_canina_218142_PHA000196_BGN_C,Agrostis_canina,direct match
Agrostis_alpina_1395541_PHA000194_BGN_ARM,Agrostis_alpina,direct match
Agrimonia_procera_1155245_PHA000186_BGN_CRA,Agrimonia_procera,direct match
Aegopodium_podagraria_40902_PHA000167_BGN_ARK,Aegopodium_podagraria,direct match
Adoxa_moschatellina_4208_TROM_V_965424_CDM_AAN,Adoxa_moschatellina,direct match
Adenostyles_leucophylla_217500_PHA000139_RSZ_RSZAXPI000968-109,Adenostyles_leucophylla,direct match
Adenostyles_glabra_1395540_PHA000137_BGN_ARI,Adenostyles_alpina,direct match
Adenostyles_alliariae_1346275_PHA000135_BGN_LID,Adenostyles_alliariae,direct match
Actaea_spicata_64025_PHA000128_BGN_GSI,Actaea_spicata,direct match
Aconitum_variegatum_valesiacum_1532240_PHA000125_BGN_HSF,Aconitum_variegatum,direct match
Aconitum_napellus_tauricum_1532244_PHA000120_BGN_CQQ,Aconitum_napellus,direct match
Aconitum_lycoctonum_vulparia_516012_PHA000115_BGN_ARH,Aconitum_lycoctonum,direct match
Aconitum_anthora_112588_PHA000106_BGN_BBL,Aconitum_anthora,direct match
Aconitum_angustifolium_1532237_PHA000104_BGN_CQM,Aconitum_angustifolium,direct match
Achnatherum_calamagrostis_487912_PHA000094_BGN_CLB,Achnatherum_calamagrostis,direct match
Achillea_oxyloba_schurii_282766_CAR000078_BGN_LLK,Achillea_oxyloba,direct match
Achillea_nana_282752_PHA000069_BGN_CQF,Achillea_nana,direct match
Achillea_macrophylla_282746_PHA000061_BGN_DSE,Achillea_macrophylla,direct match
Achillea_clusiana_282727_PHA000040_BGN_BSP,Achillea_clusiana,direct match
Achillea_clavenae_282726_PHA000038_BGN_CQE,Achillea_clavennae,direct match
Achillea_atrata_282721_PHA000034_BGN_ARF,Achillea_atrata,direct match
Acer_pseudoplatanus_4026_TROM_V_966006_BXA_CAE,Acer_pseudoplatanus,direct match
